Question	Answer	Source
When can colleges or universities in counties resume indoor lectures?	Certain indoor operations in institutions of higher education must remain closed in counties in the Widespread (purple) tier. In other counties, those indoor operations can reopen consistent with the [Blueprint for a Safer Economy](https://covid19.ca.gov/safer-economy/) requirements for movie theaters and places of worship.\n\nMore info: [Education](https://covid19.ca.gov/education/)	https://covid19.ca.gov/education/
Is there financial help for student loans?	The [governor has ordered](https://www.gov.ca.gov/2020/04/23/governor-newsom-announces-additional-relief-for-californians-impacted-by-covid-19/) relief for students with federal loans. Check with your lender to see what options are available for you.\n\nMore info: [Education](https://covid19.ca.gov/education/)	https://covid19.ca.gov/education/
What if I don’t have internet access at home?	Check with your local school district or college to see what resources are available for you.  List of providers offering free internet access currently:\n\n[Spectrum mobile](https://mobile.spectrum.com/support/article/360040980371/coronavirus-covid19-update)  has opened wifi hotspots and are working on assisting school districts with facilitating home internet access. \n\n[Comcast](https://corporate.comcast.com/covid-19) has opened free Xfinity WiFi hotspot access across the country. Xfinity has also paused data plans, late fees, and disconnects for the next 60 days. Families with limited income can receive internet services for free for the next 60 days (usually $9.95 per month). \n\n[AT&T](https://about.att.com/pages/COVID-19.html)  has opened all public WiFi hotspots and will not charge customers for any late fees or overages. AT&T also offers internet access for [$10/month for households on limited income](https://www.att.com/shop/internet/access/index.html?source=ECmj0000000000mbU&wtExtndSource=access#!/#%2F).\n\n[Low-cost Internet access plans](https://www.cde.ca.gov/ls/he/hn/availableinternetplans.asp) are also available.\n\nMore info: [Education](https://covid19.ca.gov/education/)	https://covid19.ca.gov/education/
How will students with disabilities receive services during school closures?	The Department of Education has released [guidance on distance learning](https://www.cde.ca.gov/ls/he/hn/distancelearning.asp) to support schools. This guidance includes recommendations to ensure equity and access for all students.\n\nMore info: [Education](https://covid19.ca.gov/education/)	https://covid19.ca.gov/education/
Will there be standardized testing for students? When?	Probably not: on March 18, 2020, Governor Newsom issued an [executive order](https://www.gov.ca.gov/2020/03/18/governor-newsom-issues-executive-order-to-suspend-standardized-testing-for-students-in-response-to-covid-19-outbreak/)  to waive this year’s statewide testing for K-12 schools.\n\nMore info: [Education](https://covid19.ca.gov/education/)	https://covid19.ca.gov/education/
What effect will late payments have on my credit report?	Financial institutions will not report derogatory information (like late payments) to credit reporting agencies, but may report a forbearance. Typically this does not negatively affect a credit score on its own.\n\nMore info: [Get financial help](https://covid19.ca.gov/get-financial-help/)	https://covid19.ca.gov/get-financial-help/
How long will financial relief programs last?	It’s unclear how severe or how long COVID-19 will affect California. Financial institutions have committed to necessary relief and will assess ongoing conditions and need for continuing relief.\n\nMore info: [Get financial help](https://covid19.ca.gov/get-financial-help/)	https://covid19.ca.gov/get-financial-help/
What if my financial institution isn’t offering this relief?	Call or check their website to be sure. At this time, JP Morgan Chase, US Bank, Wells Fargo and Citigroup, [and nearly 200 state-chartered banks](https://dbo.ca.gov/covid19-updates-fi/) and credit unions are supporting these commitments. \n\nMore info: [Get financial help](https://covid19.ca.gov/get-financial-help/)	https://covid19.ca.gov/get-financial-help/
Is mortgage relief available to businesses?	The relief is currently only available for residential mortgages.\n\nMore info: [Get financial help](https://covid19.ca.gov/get-financial-help/)	https://covid19.ca.gov/get-financial-help/
What if my mortgage servicer is not communicative or cooperative?	*   [File a complaint](https://dbo.ca.gov/file-a-complaint/) with the Department of Business Oversight\n*   Call DBO’s Consumer Services Office at [(866) 275-2677](http://1-866-275-2677) or [(916) 327-7585](http://1-916-327-7585) \n*   Or email [Ask.DBO@dbo.ca.gov](mailto:Ask.DBO@dbo.ca.gov)\n\nMore info: [Get financial help](https://covid19.ca.gov/get-financial-help/)	https://covid19.ca.gov/get-financial-help/
Find your county’s website	*   [Alameda County](http://www.acphd.org/2019-ncov.aspx)\n*   [Alpine County](http://alpinecountyca.gov/Index.aspx?NID=516)\n*   [Amador County](https://www.amadorgov.org/services/covid-19)\n*   [Butte County](https://www.buttecounty.net/publichealth)\n*   [Calaveras County](https://covid19.calaverasgov.us/)\n*   [Colusa County](https://www.countyofcolusa.org/99/Public-Health)\n*   [Contra Costa County](https://www.coronavirus.cchealth.org/)\n*   [Del Norte County](http://www.co.del-norte.ca.us/departments/health-human-services/public-health)\n*   [El Dorado County](https://www.edcgov.us/Government/hhsa/Pages/EDCCOVID-19.aspx)\n*   [Fresno County](https://www.co.fresno.ca.us/departments/public-health/covid-19)\n*   [Glenn County](https://www.countyofglenn.net/dept/health-human-services/public-health/covid-19)\n*   [Humboldt County](https://humboldtgov.org/2018/Humboldt-Health-Alert)\n*   [Imperial County](http://www.icphd.org/health-information-and-resources/healthy-facts/covid-19/)\n*   [Inyo County](https://www.inyocounty.us/coronavirus-covid-19-response)\n*   [Kern County](https://kernpublichealth.com/2019-novel-coronavirus/)\n*   [Kings County](https://www.countyofkings.com/departments/health-welfare/public-health/coronavirus-disease-2019-covid-19/-fsiteid-1)\n*   [Lake County](http://health.co.lake.ca.us/Coronavirus.htm)\n*   [Lassen County](http://www.co.lassen.ca.us/)\n*   [Los Angeles County](http://publichealth.lacounty.gov/media/Coronavirus/)\n*   [Madera County](https://www.maderacounty.com/government/public-health/health-updates/corona-virus)\n*   [Marin County](https://coronavirus.marinhhs.org/)\n*   [Mariposa County](http://www.mariposacounty.org/1592/COVID-19-Information)\n*   [Mendocino County](https://www.mendocinocounty.org/community/novel-coronavirus)\n*   [Merced County](https://www.co.merced.ca.us/3350/Coronavirus-Disease-2019)\n*   [Modoc County](http://www.co.modoc.ca.us/)\n*   [Mono County](https://coronavirus.monocounty.ca.gov/)\n*   [Monterey County](https://www.co.monterey.ca.us/government/departments-a-h/health/diseases/2019-novel-coronavirus-covid-19)\n*   [Napa County](https://www.countyofnapa.org/2739/Coronavirus)\n*   [Nevada County](https://www.mynevadacounty.com/2924/Coronavirus)\n*   [Orange County](https://www.ochealthinfo.com/phs/about/epidasmt/epi/dip/prevention/novel_coronavirus)\n*   [Placer County](https://www.placer.ca.gov/coronavirus)\n*   [Plumas County](https://www.plumascounty.us/2669/Novel-Coronavirus-2019-COVID-19)\n*   [Riverside County](https://www.rivcoph.org/coronavirus)\n*   [Sacramento County](https://dhs.saccounty.net/PUB/Pages/PUB-Home.aspx)\n*   [San Benito County](https://hhsa.cosb.us/public-health/covid-19/)\n*   [San Bernardino County](http://wp.sbcounty.gov/dph/coronavirus/)\n*   [San Diego County](https://www.sandiegocounty.gov/coronavirus.html)\n*   [San Francisco City and County](https://sf.gov/topics/coronavirus-covid-19)\n*   [San Joaquin County](https://www.sjgov.org/covid19/)\n*   [San Luis Obispo County](https://www.emergencyslo.org/en/covid19.aspx)\n*   [San Mateo County](https://www.smchealth.org/coronavirus)\n*   [Santa Barbara County](https://publichealthsbc.org/)\n*   [Santa Clara County](https://www.sccgov.org/sites/phd/DiseaseInformation/novel-coronavirus/Pages/home.aspx)\n*   [Santa Cruz County](https://www.santacruzhealth.org/HSAHome/HSADivisions/PublicHealth/CommunicableDiseaseControl/Coronavirus.aspx)\n*   [Shasta County](https://www.co.shasta.ca.us/index/hhsa/health-safety/current-heath-concerns/coronavirus)\n*   [Sierra County](http://sierracounty.ca.gov/582/Coronavirus-COVID-19)\n*   [Siskiyou County](https://www.co.siskiyou.ca.us/publichealth/page/covid-19-what-siskiyou-county-residents-need-know-now)\n*   [Solano County](http://www.solanocounty.com/depts/ph/ncov.asp)\n*   [Sonoma County](https://socoemergency.org/emergency/novel-coronavirus/)\n*   [Stanislaus County](http://schsa.org/publichealth/pages/corona-virus/)\n*   [Sutter County](https://www.suttercounty.org/doc/government/depts/cao/em/coronavirus)\n*   [Tehama County](https://www.tehamacohealthservices.net/services/communicable-diseases/#current-events)\n*   [Trinity County](https://www.trinitycounty.org/)\n*   [Tulare County](https://tchhsa.org/eng/index.cfm/public-health/covid-19-updates-novel-coronavirus/)\n*   [Tuolumne County](https://www.tuolumnecounty.ca.gov/250/Public-Health)\n*   [Ventura County](https://www.vcemergency.com/)\n*   [Yolo County](https://www.yolocounty.org/health-human-services/adults/communicable-disease-investigation-and-control/novel-coronavirus-2019)\n*   [Yuba County](https://www.yuba.org/coronavirus/)\n\nMore info: [Get local information](https://covid19.ca.gov/get-local-information/)	https://covid19.ca.gov/get-local-information/
